pct,threshold_degC,p1,p0,pr,far
90,0.9715972900390621,0.09831981605898255,0.14617665863226836,0.6726095464141258,0
95,1.346279902361746,0.04398985832347846,0.06974677341991209,0.6307081484420287,0
97,1.629151916503905,0.02172085103814747,0.03606332017286584,0.6022975958406156,0
99,2.073910038376796,0.006002188544089959,0.010654741857094252,0.5633349568289652,0
